DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231613511,10/30/2023 0:00,5/5/2020 0:00,525,16,Foothill,1641,2,354,THEFT OF IDENTITY,1822 0928 0377,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10200    RINCON                       AV,,34.2558,-118.4275
230609606,5/9/2023 0:00,8/23/2020 0:00,1005,6,Hollywood,656,2,354,THEFT OF IDENTITY,1822,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000    VINE                         ST,,34.0889,-118.3266
221606629,3/22/2022 0:00,5/1/2020 0:00,1125,16,Foothill,1664,2,354,THEFT OF IDENTITY,0928 0922 0930,43,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9300    GLENOAKS                     BL,,34.2429,-118.3887
220310780,5/16/2022 0:00,10/1/2020 0:00,1130,3,Southwest,395,2,354,THEFT OF IDENTITY,0100 1251 1259 1822,13,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 W  43RD                         ST,,34.0055,-118.3113
230506618,3/13/2023 0:00,8/5/2020 0:00,1,5,Harbor,522,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,913,0,M,O,726,POLICE FACILITY,,,AO,Adult Other,845,,,,2100    JOHN S GIBSON                BL,,33.7795,-118.2715
220413587,9/26/2022 0:00,9/1/2020 0:00,300,4,Hollenbeck,459,1,121,"RAPE, FORCIBLE",2000 0913 0527 1813 1243 2002 0400,50,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3200    BLANCHARD                    ST,,34.0464,-118.1933
220705715,2/15/2022 0:00,8/15/2020 0:00,815,7,Wilshire,762,2,354,THEFT OF IDENTITY,1822 0930 0922,27,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 S  HAYWORTH                     AV,,34.0499,-118.368
221707355,2/15/2022 0:00,7/23/2020 0:00,2000,17,Devonshire,1703,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202 0361 0913 0603,62,M,C,504,OTHER RESIDENCE,,,AO,Adult Other,745,,,,19100    DERWENT                      PL,,34.296,-118.5502
211611263,8/31/2021 0:00,2/10/2020 0:00,2300,16,Foothill,1645,2,813,CHILD ANNOYING (17YRS & UNDER),1259 0913 0500,16,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,813,,,,12600    GARBER                       ST,,34.2659,-118.4058
232004972,1/25/2023 0:00,1/1/2020 0:00,1200,20,Olympic,2038,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0448 0510 0522 0503 0509 0432,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,3000    LEEWARD                      AV,,34.0587,-118.2891
221704892,1/21/2022 0:00,7/1/2020 0:00,800,17,Devonshire,1701,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1817 1906 1912,46,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,956,,,,19500    SHADOW GLEN CIR,,34.293,-118.5599
222012456,7/19/2022 0:00,1/1/2020 0:00,1230,20,Olympic,2079,2,354,THEFT OF IDENTITY,100,11,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300    MAGNOLIA                     AV,,34.0473,-118.2865
220614618,8/13/2022 0:00,12/15/2020 0:00,2200,6,Hollywood,666,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 0352 1601,28,F,H,101,STREET,,,IC,Invest Cont,330,,,,LEXINGTON,EL CENTRO,34.0926,-118.3245
220515613,11/3/2022 0:00,9/1/2020 0:00,1200,5,Harbor,567,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0416,18,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,400 W  20TH                         ST,,33.7261,-118.2858
221411398,5/24/2022 0:00,3/30/2020 0:00,1640,14,Pacific,1428,2,354,THEFT OF IDENTITY,1822,50,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10900    ROSE                         AV,,34.0242,-118.4183
230304640,1/14/2023 0:00,3/14/2020 0:00,730,3,Southwest,362,2,354,THEFT OF IDENTITY,1822 0100 0930,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4500    COLISEUM                     ST,,34.0175,-118.346
222108906,5/3/2022 0:00,12/31/2020 0:00,1220,21,Topanga,2133,1,352,PICKPOCKET,344,19,M,H,701,HOSPITAL,,,IC,Invest Cont,352,,,,7300    MEDICAL CENTER               DR,,34.2035,-118.6294
221608687,5/24/2022 0:00,3/30/2020 0:00,1200,16,Foothill,1605,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0913 0515,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,815,,,11800    KATHYANN                     ST,,34.2838,-118.3933
230218441,10/2/2023 0:00,1/1/2020 0:00,1000,2,Rampart,235,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1259 0602 0913 0554,17,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,200 S  LAKE                         ST,,34.0663,-118.2719
221210385,4/21/2020 0:00,4/21/2020 0:00,845,12,77th Street,1243,1,330,BURGLARY FROM VEHICLE,1822 1606 0344,52,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,6400    HAAS                         AV,,33.9818,-118.3168
231712864,7/16/2023 0:00,1/16/2020 0:00,1605,17,Devonshire,1787,2,354,THEFT OF IDENTITY,0927 0928 0929 1822,31,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,9700    ZELZAH                       AV,,34.2468,-118.5233
212015778,10/16/2021 0:00,5/15/2020 0:00,1310,20,Olympic,2022,2,354,THEFT OF IDENTITY,1822 0100,89,F,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 S  MANHATTAN                    PL,,34.0625,-118.3104
231214436,6/23/2023 0:00,11/20/2020 0:00,1200,12,77th Street,1211,2,354,THEFT OF IDENTITY,0377 1822,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5300    3RD                          AV,,33.995,-118.3204
231308748,4/4/2023 0:00,8/14/2020 0:00,1210,13,Newton,1365,2,354,THEFT OF IDENTITY,930,32,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 E  48TH                         ST,,34.0002,-118.2521
220517340,12/23/2022 0:00,7/29/2020 0:00,2200,5,Harbor,564,2,354,THEFT OF IDENTITY,1822 0935,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  ARBOLES                      CT,,33.7431,-118.2821
201605651,2/9/2020 0:00,1/30/2020 0:00,44,16,Foothill,1601,1,648,ARSON,,55,M,B,101,STREET,,,IC,Invest Cont,648,,,,12900    DESMOND                      ST,,34.2862,-118.4133
230704658,1/16/2023 0:00,5/11/2020 0:00,750,7,Wilshire,774,2,354,THEFT OF IDENTITY,0100 1822,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1800 S  LA BREA                      AV,,34.0424,-118.3467
220321001,11/29/2022 0:00,2/18/2020 0:00,2120,3,Southwest,326,2,354,THEFT OF IDENTITY,0100 1822,44,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2700    BRIGHTON                     AV,,34.0309,-118.3015
231717780,11/17/2023 0:00,2/21/2020 0:00,1100,17,Devonshire,1701,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,44,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,20400    ALBION                       WY,,34.288,-118.5797
230809796,5/17/2023 0:00,9/26/2020 0:00,800,8,West LA,882,2,354,THEFT OF IDENTITY,1202 0100 0928 1822,70,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11500    MISSOURI                     AV,,34.0408,-118.4479
221108981,5/10/2022 0:00,12/2/2020 0:00,1200,11,Northeast,1123,2,354,THEFT OF IDENTITY,0928 1822,37,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3900    GLENFELIZ                    BL,,34.1212,-118.2672
231204979,1/18/2023 0:00,5/1/2020 0:00,1200,12,77th Street,1205,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0417 1813 2000 0419 0429,21,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1000 W  50TH                         ST,,33.9978,-118.2915
201215394,6/26/2020 0:00,6/25/2020 0:00,2200,12,77th Street,1259,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,FLORENCE,WADSWORTH,33.9747,-118.2587
210205090,12/20/2020 0:00,12/4/2020 0:00,1455,2,Rampart,205,2,354,THEFT OF IDENTITY,0100 1822,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 N  VENDOME                      ST,,34.0823,-118.2755
221507368,3/23/2022 0:00,2/1/2020 0:00,1,15,N Hollywood,1504,2,860,BATTERY WITH SEXUAL CONTACT,0522 1259,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,11700    RUNNYMEDE                    ST,,34.2057,-118.3878
240904504,1/13/2024 0:00,1/13/2020 0:00,1150,9,Van Nuys,955,2,354,THEFT OF IDENTITY,1822 0930,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14200    CHANDLER                     BL,,34.1684,-118.4423
221409128,4/12/2022 0:00,4/20/2020 0:00,950,14,Pacific,1444,2,886,DISTURBING THE PEACE,1501,18,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,886,,,,13600    MARINA POINT                 DR,,33.9876,-118.4489
221205529,1/28/2022 0:00,1/1/2020 0:00,5,12,77th Street,1259,1,121,"RAPE, FORCIBLE",1251 1258 0913 0556 0500 0526,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,800 E  77TH                         ST,,33.9694,-118.2608
221516877,11/2/2022 0:00,9/7/2020 0:00,2100,15,N Hollywood,1591,1,820,ORAL COPULATION,0512 1259 0500 1820 0448 0531 0507,14,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,820,,,8500    MULHOLLAND                   DR,,34.1325,-118.3974
230714857,9/20/2023 0:00,7/20/2020 0:00,1435,7,Wilshire,758,2,354,THEFT OF IDENTITY,1822,33,F,J,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 S  MUIRFIELD                    RD,,34.0537,-118.3327
211409233,4/6/2021 0:00,8/19/2020 0:00,1730,14,Pacific,1496,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,5900 W  CENTURY                      BL,,33.9456,-118.3932
231412171,6/9/2023 0:00,6/1/2020 0:00,1200,14,Pacific,1435,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,443,-2,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,3500    GRAND VIEW                   BL,,34.0118,-118.4365
220517192,12/19/2022 0:00,7/1/2020 0:00,2200,5,Harbor,503,1,330,BURGLARY FROM VEHICLE,344,53,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,25400    PINE CREEK                   LN,,33.7911,-118.2849
221207508,2/28/2022 0:00,7/1/2020 0:00,1100,12,77th Street,1235,2,354,THEFT OF IDENTITY,0100 0928,32,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 W  60TH                         ST,,33.9859,-118.3002
222106975,3/14/2022 0:00,8/7/2020 0:00,1600,21,Topanga,2104,2,354,THEFT OF IDENTITY,1822 0929,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8800    TOPANGA CANYON               BL,,34.2299,-118.6033
221209243,3/16/2022 0:00,6/26/2020 0:00,1130,12,77th Street,1243,2,354,THEFT OF IDENTITY,0100 0928,36,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 W  70TH                         ST,,33.9762,-118.309
220206809,3/3/2022 0:00,2/2/2020 0:00,1200,2,Rampart,231,2,354,THEFT OF IDENTITY,1822 0100,54,F,F,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,354,,,,2800    COUNCIL                      ST,,34.0721,-118.2785
200406391,3/2/2020 0:00,3/1/2020 0:00,1430,4,Hollenbeck,407,1,310,BURGLARY,0344 1607,27,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,4500    HUNTINGTON DR,,34.0881,-118.1877
221212344,5/17/2022 0:00,11/1/2020 0:00,1,12,77th Street,1241,2,666,"BUNCO, ATTEMPT",1822 0800,59,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,666,,,,6500    WEST                         BL,,33.9806,-118.3352
221905893,2/15/2022 0:00,2/15/2020 0:00,1,19,Mission,1962,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,52,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,9600    SALOMA                       AV,,34.245,-118.4579
221417043,9/28/2022 0:00,12/1/2020 0:00,1,14,Pacific,1428,2,662,"BUNCO, GRAND THEFT",701,77,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,3000    WESTWOOD                     BL,,34.0306,-118.4209
221510639,6/5/2022 0:00,1/24/2020 0:00,1415,15,N Hollywood,1549,2,354,THEFT OF IDENTITY,377,58,M,H,101,STREET,,,IC,Invest Cont,354,,,,5500    STROHM                       AV,,34.17,-118.3594
221216517,7/14/2022 0:00,1/1/2020 0:00,1200,12,77th Street,1249,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,0400 0432 0443 0913 0943,22,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,921,,,,FIGUEROA,GAGE,33.9824,-118.2827
231015060,9/14/2023 0:00,1/14/2020 0:00,640,10,West Valley,1018,2,354,THEFT OF IDENTITY,1822 0935,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16100    CANTLAY                      ST,,34.2022,-118.4837
211304794,1/19/2021 0:00,1/17/2020 0:00,2100,13,Newton,1361,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2000 0930,18,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,300 W  49TH                         ST,,33.9983,-118.2802
201312835,6/25/2020 0:00,6/23/2020 0:00,2100,13,Newton,1342,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 E  35TH                         ST,,34.0145,-118.2658
220609836,5/3/2022 0:00,6/30/2020 0:00,1800,6,Hollywood,646,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906 1501,46,M,W,503,HOTEL,511,VERBAL THREAT,IC,Invest Cont,956,,,,6400    SELMA                        AV,,34.0998,-118.3295
230110262,4/9/2023 0:00,7/17/2020 0:00,2300,1,Central,182,1,121,"RAPE, FORCIBLE",2000 1814 0913 0500 0527,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,1200 S  GRAND                        AV,,34.0401,-118.2633
232004462,1/12/2023 0:00,1/11/2020 0:00,900,20,Olympic,2029,1,310,BURGLARY,1822 0329,54,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,400 S  COMMONWEALTH                 AV,,34.0667,-118.2857
232113429,8/28/2023 0:00,3/1/2020 0:00,1200,21,Topanga,2155,2,354,THEFT OF IDENTITY,0377 0930 1822,32,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,22100    ERWIN                        ST,,34.1829,-118.6077
202013931,8/26/2020 0:00,8/26/2020 0:00,2300,20,Olympic,2002,2,805,PIMPING,1402 1501 1822,33,F,B,101,STREET,,,IC,Invest Cont,805,998,,,OAKWOOD,WESTERN,34.0773,-118.3092
220814938,9/25/2022 0:00,8/22/2020 0:00,1800,8,West LA,806,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 1300,42,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,442,,,,2000    ROSCOMARE                    RD,,34.1061,-118.4637
230716588,11/1/2023 0:00,10/31/2020 0:00,1630,7,Wilshire,776,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814 1810,50,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4500    ST CHARLES                   PL,,34.0443,-118.3354
221004727,1/21/2022 0:00,1/1/2020 0:00,1,10,West Valley,1044,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 2021 0913 0603 0361 0443,56,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,18300    COLLINS                      ST,,34.1749,-118.5308
232110277,6/12/2023 0:00,9/11/2020 0:00,1200,21,Topanga,2177,2,354,THEFT OF IDENTITY,1822,41,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5700    OWENSMOUTH                   AV,,34.1732,-118.6019
221110416,6/14/2022 0:00,10/24/2020 0:00,955,11,Northeast,1123,2,354,THEFT OF IDENTITY,1822,37,M,O,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,3900    GLENFELIZ                    BL,,34.1212,-118.2672
231017522,12/23/2023 0:00,10/20/2020 0:00,1200,10,West Valley,1015,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,SATICOY                      AV,CANBY                        ST,34.2084,-118.5347
231911608,7/14/2023 0:00,1/1/2020 0:00,600,19,Mission,1984,1,820,ORAL COPULATION,0522 0510 1258 2021 0913 1817,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,820,,,8400    WILLIS                       AV,,34.2231,-118.4553
230613179,7/25/2023 0:00,2/20/2020 0:00,1720,6,Hollywood,631,2,354,THEFT OF IDENTITY,1822 0928,37,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100    SUNSET VALE                  AV,,34.0911,-118.3932
221210279,4/16/2022 0:00,11/5/2020 0:00,2230,12,77th Street,1233,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,42,F,B,124,BUS STOP,,,IC,Invest Cont,440,,,,S  WESTERN                      AV,W  SLAUSON                      AV,33.9888,-118.3089
230308058,3/20/2023 0:00,3/20/2020 0:00,2200,3,Southwest,361,1,330,BURGLARY FROM VEHICLE,1822 0344 1601 1609 0329 1307,32,M,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,4900    LINSCOTT                     PL,,34.0198,-118.3522
220813413,8/17/2022 0:00,3/17/2020 0:00,1555,8,West LA,851,2,354,THEFT OF IDENTITY,0929 0923 0930,56,M,A,751,WEBSITE,,,IC,Invest Cont,354,,,,1500 S  BUNDY                        DR,,34.0405,-118.4633
231109634,6/1/2023 0:00,9/11/2020 0:00,2359,11,Northeast,1124,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,3300    SAN FERNANDO                 RD,,34.118,-118.2489
220310688,5/15/2022 0:00,8/2/2020 0:00,130,3,Southwest,328,2,354,THEFT OF IDENTITY,0100 1202 0922 0929 0930 1822 0344,60,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2900 S  HOOVER                       ST,,34.028,-118.284
231310841,5/17/2023 0:00,2/22/2020 0:00,955,13,Newton,1361,2,354,THEFT OF IDENTITY,1822 1501,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  47TH                         ST,,34.001,-118.274
221307277,2/11/2022 0:00,2/12/2020 0:00,1205,13,Newton,1371,2,354,THEFT OF IDENTITY,100,26,F,S,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 W  53RD                         ST,,33.9942,-118.274
232017416,10/30/2023 0:00,8/25/2020 0:00,1240,20,Olympic,2022,2,354,THEFT OF IDENTITY,0100 0922 0929 0930 1822,29,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 S  MANHATTAN                    PL,,34.069,-118.3104
221706832,3/21/2022 0:00,3/21/2020 0:00,115,17,Devonshire,1781,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1813 0416 1300 1310 0421 2000 2004 0408,35,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,DE SOTO                      AV,PARTHENIA                    ST,34.2282,-118.5885
202112289,8/3/2020 0:00,7/30/2020 0:00,1400,21,Topanga,2113,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7600    SALE                         AV,,34.2083,-118.619
221008947,5/8/2022 0:00,5/8/2020 0:00,1206,10,West Valley,1017,2,354,THEFT OF IDENTITY,1822 0922,48,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7200    LASAINE                      AV,,34.2021,-118.5109
221505374,2/4/2022 0:00,8/1/2020 0:00,1220,15,N Hollywood,1515,2,354,THEFT OF IDENTITY,1822,23,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11700    WELBY                        WY,,34.193,-118.3889
220305685,2/8/2022 0:00,2/2/2020 0:00,2000,3,Southwest,392,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4400    11TH                         AV,,34.0037,-118.3294
210305239,12/30/2020 0:00,12/29/2020 0:00,2000,3,Southwest,335,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1606 1822,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,3000    7TH                          AV,,34.0261,-118.3248
221614254,11/13/2022 0:00,1/1/2020 0:00,1,16,Foothill,1643,2,354,THEFT OF IDENTITY,1822 0917,22,F,H,751,WEBSITE,,,IC,Invest Cont,354,,,,10200    TELFAIR                      AV,,34.2554,-118.4169
221210224,4/14/2022 0:00,5/6/2020 0:00,1435,12,77th Street,1243,2,354,THEFT OF IDENTITY,0100 0929,47,M,B,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,354,,,,6300 S  WESTERN                      AV,,33.9824,-118.309
231509915,5/18/2023 0:00,1/1/2020 0:00,220,15,N Hollywood,1515,2,354,THEFT OF IDENTITY,1822,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6800    MORELLA                      AV,,34.1939,-118.39
231311162,5/23/2023 0:00,6/29/2020 0:00,1800,13,Newton,1352,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,43,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,341,,,,400 E  43RD                         ST,,34.0057,-118.2669
221916140,10/25/2022 0:00,10/25/2020 0:00,1200,19,Mission,1962,2,813,CHILD ANNOYING (17YRS & UNDER),0913 1817 1258 0522,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,813,,,,9200 N  SEPULVEDA                    BL,,34.2369,-118.4675
231813707,7/20/2023 0:00,8/28/2020 0:00,1,18,Southeast,1846,2,354,THEFT OF IDENTITY,1822 1100 0930,51,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 E  IMPERIAL                     HY,,33.9323,-118.2502
231808628,3/27/2023 0:00,8/27/2020 0:00,2115,18,Southeast,1804,2,354,THEFT OF IDENTITY,0100 1822,33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 N  CALIBURN                     DR,,33.9573,-118.2629
221212785,5/30/2022 0:00,1/20/2020 0:00,800,12,77th Street,1258,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 2021,52,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,100 W  77TH                         ST,,33.9698,-118.2739
221606131,3/7/2022 0:00,2/9/2020 0:00,900,16,Foothill,1693,2,354,THEFT OF IDENTITY,929,57,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7700    EL CAPRICE                   AV,,34.2105,-118.402
210805827,2/16/2021 0:00,2/16/2020 0:00,430,8,West LA,852,1,310,BURGLARY,1606 0344 0330 2004 1402 1420 0321,41,M,W,108,PARKING LOT,,,AA,Adult Arrest,310,,,,11700    SANTA MONICA                 BL,,34.0435,-118.4565
231220373,9/26/2023 0:00,12/1/2020 0:00,1200,12,77th Street,1258,1,121,"RAPE, FORCIBLE",,12,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,100 W  78TH                         ST,,33.9689,-118.2739
221010828,6/24/2022 0:00,4/1/2020 0:00,1200,10,West Valley,1025,2,932,PEEPING TOM,0913 0513,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,932,,,,6800    ETIWANDA                     AV,,34.1939,-118.5317
230114808,6/25/2023 0:00,6/24/2020 0:00,2230,1,Central,111,1,352,PICKPOCKET,344,28,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,600 N  SPRING                       ST,,34.0582,-118.2387
